state_dist,electionyear,cong,name,republican,rep_twoparty_pres,rep_voteshare,cvp
"KS_3",2008,111,"MOORE",0,.520202,.4126658,-.0381227
"KS_3",2010,112,"YODER",1,.520202,.6016896,.0782111
"KS_4",2002,108,"TIAHRT",1,.6224489,.6208364,.0797464
"KS_4",2004,109,"TIAHRT",1,.6224489,.6802533,.1053423
"KS_4",2006,110,"TIAHRT",1,.6224489,.6518325,.4787772
"KS_4",2008,111,"TIAHRT",1,.6224489,.6619522,.4147991
"KS_4",2010,112,"POMPEO",1,.6224489,.6172632,.111868
"KY_1",2002,108,"WHITFIEL",1,.6313131,.6525466,.0473536
"KY_1",2004,109,"WHITFIEL",1,.6313131,.6737034,.0691592
"KY_1",2006,110,"WHITFIEL",1,.6313131,.5957983,.429148
"KY_1",2008,111,"WHITFIEL",1,.6313131,.6434943,.3441247
"KY_1",2010,112,"WHITFIEL",1,.6313131,.7124531,.0294268
"KY_2",2002,108,"LEWIS",1,.6363636,.7047657,.077271
"KY_2",2004,109,"LEWIS",1,.6363636,.6791512,.1067635
"KY_2",2006,110,"LEWIS",1,.6363636,.5540584,.5049008
"KY_2",2008,111,"GUTHRIE",1,.6363636,.5257298,.3588061
"KY_2",2010,112,"GUTHRIE",1,.6363636,.6788704,.0543035
"KY_3",2002,108,"NORTHUP",1,.4621717,.5161127,.0552018
"KY_3",2004,109,"NORTHUP",1,.4621717,.6145145,.0833657
"KY_3",2006,110,"YARMUTH",0,.4621717,.4876159,-.06818
"KY_3",2008,111,"YARMUTH",0,.4621717,.406346,-.0542273
"KY_3",2010,112,"YARMUTH",0,.4621717,.4459292,-.6596562
"KY_4",2002,108,"LUCAS",0,.6243043,.4819244,-.2415089
"KY_4",2004,109,"DAVIS",1,.6243043,.5534728,.0910949
"KY_4",2006,110,"DAVIS",1,.6243043,.5437233,.5043079
"KY_4",2008,111,"DAVIS",1,.6243043,.6303375,.3863614
"KY_5",2002,108,"ROGERS",1,.6468368,.7829437,.0618163
"KY_5",2004,109,"ROGERS",1,.6468368,1,.0788873
"KY_5",2006,110,"ROGERS",1,.6468368,.7375982,.4745234
"KY_5",2008,111,"ROGERS",1,.6468368,1,.3554532
"KY_5",2010,112,"ROGERS",1,.6468368,.774246,.024033
"KY_6",2004,109,"CHANDLER",0,.5735415,.4057193,-.3283396
"KY_6",2006,110,"CHANDLER",0,.5735415,0,-.0402018
"KY_6",2008,111,"CHANDLER",0,.5735415,.3534216,-.0172513
"KY_6",2010,112,"CHANDLER",0,.5735415,.4986442,-.4349031
"MA_1",2002,108,"OLVER",0,.3520408,.3239841,-.4792291
"MA_1",2004,109,"OLVER",0,.3520408,0,-.4752034
"MA_1",2006,110,"OLVER",0,.3520408,0,-.0954808
"MA_1",2008,111,"OLVER",0,.3520408,.2707134,-.0733909
"MA_1",2010,112,"OLVER",0,.3520408,.3676252,-.698585
"MA_10",2002,108,"DELAHUNT",0,.4393939,.3075925,-.4606867
"MA_10",2004,109,"DELAHUNT",0,.4393939,.3409965,-.4396594
"MA_10",2006,110,"DELAHUNT",0,.4393939,.3134413,-.080386
"MA_10",2008,111,"DELAHUNT",0,.4393939,0,-.0665007
"MA_10",2010,112,"KEATING",0,.4393939,.4748508,-.6476755
"MA_2",2002,108,"NEAL",0,.4009998,0,-.4441594
"MA_2",2004,109,"NEAL",0,.4009998,0,-.438189
"MA_2",2006,110,"NEAL",0,.4009998,0,-.097593
"MA_2",2008,111,"NEAL",0,.4009998,0,-.065822
"MA_2",2010,112,"NEAL",0,.4009998,.42629,-.6832278
"MA_3",2002,108,"MCGOVERN",0,.4009998,0,-.4649539
"MA_3",2004,109,"MCGOVERN",0,.4009998,.2945896,-.4665343
"MA_3",2006,110,"MCGOVERN",0,.4009998,0,-.0879942
"MA_3",2008,111,"MCGOVERN",0,.4009998,0,-.0715754
"MA_3",2010,112,"MCGOVERN",0,.4009998,.4095808,-.6876063
"MA_4",2002,108,"FRANK",0,.345135,0,-.4715425
"MA_4",2004,109,"FRANK",0,.345135,0,-.4487537
"MA_4",2006,110,"FRANK",0,.345135,0,-.0925834
"MA_4",2008,111,"FRANK",0,.345135,.2712498,-.067089
"MA_4",2010,112,"FRANK",0,.345135,.4458151,-.6608682
"MA_5",2002,108,"MEEHAN",0,.4081632,.3613203,-.4296827
"MA_5",2004,109,"MEEHAN",0,.4081632,.3293664,-.4404722
"MA_5",2008,111,"TSONGAS",0,.4081632,0,-.0682901
"MA_5",2010,112,"TSONGAS",0,.4081632,.435146,-.6377998
"MA_6",2002,108,"TIERNEY",0,.4141414,.3165857,-.4663788
"MA_6",2004,109,"TIERNEY",0,.4141414,.3002639,-.4483947
"MA_6",2006,110,"TIERNEY",0,.4141414,.3028255,-.082696
"MA_6",2008,111,"TIERNEY",0,.4141414,.2954112,-.0620891
"MA_6",2010,112,"TIERNEY",0,.4141414,.4305798,-.6762534
"MA_7",2002,108,"MARKEY",0,.335034,0,-.465219
"MA_7",2004,109,"MARKEY",0,.335034,.2296693,-.469034
"MA_7",2006,110,"MARKEY",0,.335034,0,-.0876382
"MA_7",2008,111,"MARKEY",0,.335034,.2425343,-.0652227
"MA_7",2010,112,"MARKEY",0,.335034,.3352162,-.6887875
"MA_8",2002,108,"CAPUANO",0,.1669388,0,-.4824564
"MA_8",2004,109,"CAPUANO",0,.1669388,0,-.4510347
"MA_8",2006,110,"CAPUANO",0,.1669388,0,-.0817028
"MA_8",2008,111,"CAPUANO",0,.1669388,0,-.0687997
"MA_8",2010,112,"CAPUANO",0,.1669388,0,-.6887311
"MA_9",2002,108,"LYNCH",0,.3787879,0,-.3945556
"MA_9",2004,109,"LYNCH",0,.3787879,0,-.3939263
"MA_9",2006,110,"LYNCH",0,.3787879,.2175825,-.0648841
"MA_9",2008,111,"LYNCH",0,.3787879,0,-.0512695
"MA_9",2010,112,"LYNCH",0,.3787879,.2762906,-.6326175
"MD_1",2002,108,"GILCHRES",1,.6122448,.7680467,.0109785
"MD_1",2004,109,"GILCHRES",1,.6122448,.7589259,-.0146807
"MD_1",2006,110,"GILCHRES",1,.6122448,.6886079,.2742816
"MD_1",2008,111,"KRATOVIL",0,.6122448,.4959406,.0984432
"MD_1",2010,112,"HARRIS",1,.6122448,.563005,.0498146
"MD_2",2002,108,"RUPPERSBE",0,.4211503,.456943,-.3705541
"MD_2",2004,109,"RUPPERSBE",0,.4211503,.3151441,-.3514526
"MD_2",2006,110,"RUPPERSBE",0,.4211503,.307097,-.057528
"MD_2",2008,111,"RUPPERSBE",0,.4211503,.2566491,-.0461493
"MD_2",2010,112,"RUPPERSBE",0,.4211503,.3413747,-.5821787
"MD_3",2002,108,"CARDIN",0,.4262523,.342149,-.3954684
"MD_3",2004,109,"CARDIN",0,.4262523,.3476067,-.4037739
"MD_3",2006,110,"SARBANES",0,.4262523,.3452616,-.0766831
"MD_3",2008,111,"SARBANES",0,.4262523,.301599,-.062216
"MD_3",2010,112,"SARBANES",0,.4262523,.3709422,-.6743281
"MD_4",2002,108,"WYNN",0,.1767677,.2095068,-.3865431
"MD_4",2004,109,"WYNN",0,.1767677,.2118687,-.3783851
"MD_4",2008,111,"EDWARDS",0,.1767677,.1302401,-.0764738
"MD_4",2010,112,"EDWARDS",0,.1767677,.1641514,-.6725224
"MD_5",2002,108,"HOYER",0,.3804886,.3058376,-.4104432
"MD_5",2004,109,"HOYER",0,.3804886,.2985352,-.3936589
"MD_5",2006,110,"HOYER",0,.3804886,0,-.0763453
"MD_5",2008,111,"HOYER",0,.3804886,.2455711,-.0602033
"MD_5",2010,112,"HOYER",0,.3804886,.3501477,-.6330057
"MD_6",2002,108,"BARTLETT",1,.6242012,.6617055,.0920781
"MD_6",2004,109,"BARTLETT",1,.6242012,.6957702,.0850057
"MD_6",2006,110,"BARTLETT",1,.6242012,.6054109,.4946054
"MD_6",2008,111,"BARTLETT",1,.6242012,.5982647,.4012737
"MD_6",2010,112,"BARTLETT",1,.6242012,.6490895,.0322579
"MD_7",2002,108,"CUMMINGS",0,.2323233,.2640547,-.4397534
"MD_7",2004,109,"CUMMINGS",0,.2323233,.251167,-.4231677
"MD_7",2006,110,"CUMMINGS",0,.2323233,0,-.0767526
"MD_7",2008,111,"CUMMINGS",0,.2323233,.1894548,-.0616712
"MD_7",2010,112,"CUMMINGS",0,.2323233,.2329887,-.6672302
"MD_8",2002,108,"VAN HOLLE",0,.2777778,.4787383,-.4278761
"MD_8",2004,109,"VAN HOLLE",0,.2777778,.2507297,-.4154732
"MD_8",2006,110,"VAN HOLLE",0,.2777778,.2224903,-.0731196
"MD_8",2008,111,"VAN HOLLE",0,.2777778,.2240899,-.0590445
"MD_8",2010,112,"VAN HOLLE",0,.2777778,.2544289,-.6369779
"ME_1",2002,108,"ALLEN",0,.4113069,.3619339,-.4248158
"ME_1",2004,109,"ALLEN",0,.4113069,.4026368,-.411721
"ME_1",2006,110,"ALLEN",0,.4113069,.3398582,-.0713106
"ME_1",2008,111,"PINGREE",0,.4113069,.4510104,-.0670517
"ME_1",2010,112,"PINGREE",0,.4113069,.4317692,-.6636281
"ME_2",2002,108,"MICHAUD",0,.4540817,.4799325,-.3791856
"ME_2",2004,109,"MICHAUD",0,.4540817,.4047992,-.3968
"ME_2",2006,110,"MICHAUD",0,.4540817,.2948313,-.0567953
"ME_2",2008,111,"MICHAUD",0,.4540817,.3256463,-.0283265
"ME_2",2010,112,"MICHAUD",0,.4540817,.4486842,-.5885718
"MI_1",2002,108,"STUPAK",0,.5125747,.3148553,-.3984556
"MI_1",2004,109,"STUPAK",0,.5125747,.3331841,-.3750203
"MI_1",2006,110,"STUPAK",0,.5125747,.287333,-.0379658
"MI_1",2008,111,"STUPAK",0,.5125747,.3348557,-.0311891
"MI_1",2010,112,"BENISHEK",1,.5125747,.5596688,.0710721
"MI_10",2002,108,"MILLER",1,.540102,.6405976,.0511423
"MI_10",2004,109,"MILLER",1,.540102,.6990051,.0715004
"MI_10",2006,110,"MILLER",1,.540102,.6789176,.4214625
"MI_10",2008,111,"MILLER",1,.540102,.6802066,.3338667
"MI_10",2010,112,"MILLER",1,.540102,.7420381,.0455183
"MI_11",2002,108,"MCCOTTER",1,.4922727,.5905309,.0577152
"MI_11",2004,109,"MCCOTTER",1,.4922727,.5811836,.0387977
"MI_11",2006,110,"MCCOTTER",1,.4922727,.5570169,.4383176
"MI_11",2008,111,"MCCOTTER",1,.4922727,.5311836,.3640702
"MI_12",2002,108,"LEVIN",0,.3633673,.3037556,-.4095936
"MI_12",2004,109,"LEVIN",0,.3633673,.2944109,-.4060331
"MI_12",2006,110,"LEVIN",0,.3633673,.2711661,-.0685424
"MI_12",2008,111,"LEVIN",0,.3633673,.2488328,-.0559577
"MI_12",2010,112,"LEVIN",0,.3633673,.364063,-.6366004
"MI_13",2002,108,"KILPATRI",0,.17,0,-.4542833
"MI_13",2004,109,"KILPATRI",0,.17,.1910284,-.4497683
"MI_13",2006,110,"KILPATRI",0,.17,0,-.0862932
"MI_13",2008,111,"KILPATRI",0,.17,.2046643,-.0657101
"MI_13",2010,112,"CLARKE",0,.17,.1886817,-.6643442
"MI_14",2002,108,"CONYERS",0,.155,.1544791,-.499295
"MI_14",2004,109,"CONYERS",0,.155,.1422485,-.4842353
"MI_14",2006,110,"CONYERS",0,.155,.147038,-.0890203
"MI_14",2008,111,"CONYERS",0,.155,0,-.0799726
"MI_14",2010,112,"CONYERS",0,.155,.205635,-.6720536
"MI_15",2002,108,"DINGELL",0,.3566667,.2626388,-.4225663
"MI_15",2004,109,"DINGELL",0,.3566667,.2725093,-.4108827
"MI_15",2006,110,"DINGELL",0,.3566667,0,-.0723635
"MI_15",2008,111,"DINGELL",0,.3566667,.2608598,-.0606648
"MI_15",2010,112,"DINGELL",0,.3566667,.4136674,-.6207133
"MI_2",2002,108,"HOEKSTRA",1,.5606061,.7176362,.0704223
"MI_2",2004,109,"HOEKSTRA",1,.5606061,.7031343,.0996788
"MI_2",2006,110,"HOEKSTRA",1,.5606061,.6779104,.5201764
"MI_2",2008,111,"HOEKSTRA",1,.5606061,.641775,.4490509
"MI_2",2010,112,"HUIZENGA",1,.5606061,.6736476,.0913069
"MI_3",2002,108,"EHLERS",1,.5479798,.7118465,0
"MI_3",2004,109,"EHLERS",1,.5479798,.6788745,.0105408
"MI_3",2006,110,"EHLERS",1,.5479798,.6459416,.3996812
"MI_3",2008,111,"EHLERS",1,.5479798,.6333882,.3025046
"MI_3",2010,112,"AMASH",1,.5479798,.6143054,.0541016
"MI_4",2002,108,"CAMP",1,.5226758,.6933129,.0555595
"MI_4",2004,109,"CAMP",1,.5226758,.6491838,.0738612
"MI_4",2006,110,"CAMP",1,.5226758,.6148305,.4960021
"MI_4",2008,111,"CAMP",1,.5226758,.6344944,.363221
"MI_4",2010,112,"CAMP",1,.5226758,.6845093,.0446585
"MI_5",2002,108,"KILDEE",0,.3817677,0,-.3973201
"MI_5",2004,109,"KILDEE",0,.3817677,.3176768,-.4000303
"MI_5",2006,110,"KILDEE",0,.3817677,.257095,-.0662129
"MI_5",2008,111,"KILDEE",0,.3817677,.2770565,-.0537598
"MI_5",2010,112,"KILDEE",0,.3817677,.455307,-.6373488
"MI_6",2002,108,"UPTON",1,.4949495,.7023555,.0134585
"MI_6",2004,109,"UPTON",1,.4949495,.6683677,.0222838
"MI_6",2006,110,"UPTON",1,.4949495,.6149855,.4362902
"MI_6",2008,111,"UPTON",1,.4949495,.6042022,.3423695
"MI_6",2010,112,"UPTON",1,.4949495,.6485561,.0298617
"MI_7",2002,108,"SMITH",1,.5074211,.6070638,.106581
"MI_7",2004,109,"SCHWARZ",1,.5074211,.616336,.0210622
"MI_7",2006,110,"WALBERG",1,.5074211,.520601,.5236384
"MI_7",2008,111,"SCHAUER",0,.5074211,.4878955,-.0109509
"MI_7",2010,112,"WALBERG",1,.5074211,.5250084,.0877987
"MI_8",2002,108,"ROGERS",1,.5050505,.6881883,.0693941
"MI_8",2004,109,"ROGERS",1,.5050505,.6234293,.097735
"MI_8",2006,110,"ROGERS",1,.5050505,.5628794,.4816392
"MI_8",2008,111,"ROGERS",1,.5050505,.5841914,.3780194
"MI_8",2010,112,"ROGERS",1,.5050505,.651166,.0576778
"MI_9",2002,108,"KNOLLENB",1,.4721717,.5929702,.0551602
"MI_9",2004,109,"KNOLLENB",1,.4721717,.5965446,.0831057
"MI_9",2006,110,"KNOLLENB",1,.4721717,.5273508,.4412196
"MI_9",2008,111,"PETERS",0,.4721717,.4500879,-.0028931
"MI_9",2010,112,"PETERS",0,.4721717,.4869315,-.6209432
"MN_1",2002,108,"GUTKNECH",1,.5,.6396074,.0682842
"MN_1",2004,109,"GUTKNECH",1,.5,.6266044,.1065565
"MN_1",2006,110,"WALZ",0,.5,.4718887,-.0504532
"MN_1",2008,111,"WALZ",0,.5,.3450534,-.0346075
"MN_1",2010,112,"WALZ",0,.5,.4716697,-.5618967
"MN_2",2002,108,"KLINE",1,.5278293,.5580993,.0808937
"MN_2",2004,109,"KLINE",1,.5278293,.5830686,.1016226
"MN_2",2006,110,"KLINE",1,.5278293,.5839127,.5381754
"MN_2",2008,111,"KLINE",1,.5278293,.5738032,.4166613
"MN_2",2010,112,"KLINE",1,.5278293,.6337271,.085869
"MN_3",2002,108,"RAMSTAD",1,.4922696,.7209446,.0061986
"MN_3",2004,109,"RAMSTAD",1,.4922696,.6467161,-.0110954
"MN_3",2006,110,"RAMSTAD",1,.4922696,.6492405,.3761466
"MN_3",2008,111,"PAULSEN",1,.4922696,.5426803,.3685682
"MN_3",2010,112,"PAULSEN",1,.4922696,.6165513,.0400285
"MN_4",2002,108,"MCCOLLUM",0,.3603381,.3527499,-.4312213
"MN_4",2004,109,"MCCOLLUM",0,.3603381,.3663906,-.441913
"MN_4",2006,110,"MCCOLLUM",0,.3603381,.3029531,-.0803594
"MN_4",2008,111,"MCCOLLUM",0,.3603381,.3138803,-.0617198
"MN_4",2010,112,"MCCOLLUM",0,.3603381,.3695058,-.6578412
"MN_5",2002,108,"SABO",0,.2638631,.2786334,-.4379481
"MN_5",2004,109,"SABO",0,.2638631,.2596311,-.4232042
"MN_5",2006,110,"ELLISON",0,.2638631,.2775179,-.0952717
"MN_5",2008,111,"ELLISON",0,.2638631,.2368944,-.0666712
"MN_5",2010,112,"ELLISON",0,.2638631,.2628931,-.6920224
"MN_6",2002,108,"KENNEDY",1,.5582869,.620551,.0646999
"MN_6",2004,109,"KENNEDY",1,.5582869,.5402676,.0669892
"MN_6",2006,110,"BACHMANN",1,.5582869,.5432914,.5520415
"MN_6",2008,111,"BACHMANN",1,.5582869,.5165441,.4271082
"MN_6",2010,112,"BACHMANN",1,.5582869,.5689029,.08789
"MN_7",2002,108,"PETERSON",0,.5383442,.3467011,-.2620281
"MN_7",2004,109,"PETERSON",0,.5383442,.3387159,-.237367
"MN_7",2006,110,"PETERSON",0,.5383442,.2938543,-.0074555
"MN_7",2008,111,"PETERSON",0,.5383442,.2770478,.0136788
"MN_7",2010,112,"PETERSON",0,.5383442,.4051523,-.2866424
"MN_8",2002,108,"OBERSTAR",0,.4619151,.3126891,-.4506181
"MN_8",2004,109,"OBERSTAR",0,.4619151,.3302078,-.4177171
"MN_8",2006,110,"OBERSTAR",0,.4619151,.3509321,-.0606612
"MN_8",2008,111,"OBERSTAR",0,.4619151,.3220363,-.0580203
"MN_8",2010,112,"CRAVAACK",1,.4619151,.5083765,.033224
"MO_1",2002,108,"CLAY",0,.2209596,.2787007,-.4567823
"MO_1",2004,109,"CLAY",0,.2209596,.2326853,-.4355655
"MO_1",2006,110,"CLAY",0,.2209596,.2527775,-.0824276
"MO_1",2008,111,"CLAY",0,.2209596,0,-.0566667
"MO_1",2010,112,"CLAY",0,.2209596,.2430941,-.6652671
"MO_2",2002,108,"AKIN",1,.5777778,.6838751,.1160854
"MO_2",2004,109,"AKIN",1,.5777778,.6647224,.1418124
"MO_2",2006,110,"AKIN",1,.5777778,.6263961,.5700542
"MO_2",2008,111,"AKIN",1,.5777778,.6375184,.4492497
"MO_2",2010,112,"AKIN",1,.5777778,.6996797,.0935034
"MO_3",2002,108,"GEPHARDT",0,.4119697,.3973275,-.451174
"MO_3",2004,109,"CARNAHAN",0,.4119697,.4605752,-.3866121
"MO_3",2006,110,"CARNAHAN",0,.4119697,.3258421,-.0652746
"MO_3",2008,111,"CARNAHAN",0,.4119697,.3141934,-.052887
"MO_3",2010,112,"CARNAHAN",0,.4119697,.4880482,-.6360317
"MO_4",2002,108,"SKELTON",0,.6313131,.3118773,-.3113753
"MO_4",2004,109,"SKELTON",0,.6313131,.30399,-.2921898
"MO_4",2006,110,"SKELTON",0,.6313131,.3030054,-.0411805
"MO_4",2008,111,"SKELTON",0,.6313131,.340894,-.008335
"MO_4",2010,112,"HARTZLER",1,.6313131,.5278043,.074741
"MO_5",2002,108,"MCCARTHY",0,.3787879,.3294057,-.4263764
"MO_5",2004,109,"CLEAVER",0,.3787879,.4328513,-.4118671
"MO_5",2006,110,"CLEAVER",0,.3787879,.3345764,-.0805307
"MO_5",2008,111,"CLEAVER",0,.3787879,.3562685,-.0617195
"MO_5",2010,112,"CLEAVER",0,.3787879,.4531271,-.650264
"MO_6",2002,108,"GRAVES",1,.560606,.6417865,.0737719
"MO_6",2004,109,"GRAVES",1,.560606,.6474928,.1059313
"MO_6",2006,110,"GRAVES",1,.560606,.6330031,.490303
"MO_6",2008,111,"GRAVES",1,.560606,.6171911,.4124857
"MO_6",2010,112,"GRAVES",1,.560606,.69458,.0640081
"MO_7",2002,108,"BLUNT",1,.6598125,.7648696,.0826742
"MO_7",2004,109,"BLUNT",1,.6598125,.7134997,.1031819
"MO_7",2006,110,"BLUNT",1,.6598125,.6891587,.5305732
"MO_7",2008,111,"BLUNT",1,.6598125,.706444,.397233
"MO_7",2010,112,"LONG",1,.6598125,.6761286,.0923565
"MO_8",2002,108,"EMERSON",1,.6363266,.7272453,.0268084
"MO_8",2004,109,"EMERSON",1,.6363266,.730618,.0513175
"MO_8",2006,110,"EMERSON",1,.6363266,.730691,.3942958
"MO_8",2008,111,"EMERSON",1,.6363266,.7319837,.3378106
"MO_8",2010,112,"EMERSON",1,.6363266,.6950551,.0135076
"MO_9",2002,108,"HULSHOF",1,.5727778,.7049305,.0714254
"MO_9",2004,109,"HULSHOF",1,.5727778,.6561987,.0781505
"MO_9",2006,110,"HULSHOF",1,.5727778,.6311463,.4834492
"MO_9",2008,111,"LUETKEMEYER",1,.5727778,.5128588,.4068651
"MO_9",2010,112,"LUETKEMEYER",1,.5727778,1,.0683379
"MS_1",2002,108,"WICKER",1,.6231313,.7469661,.0554652
"MS_1",2004,109,"WICKER",1,.6231313,1,.0860761
"MS_1",2008,111,"CHILDERS",0,.6231313,.446183,.1330579
"MS_1",2010,112,"NUNNELEE",1,.6231313,.5752772,.0753337
"MS_2",2002,108,"THOMPSON",0,.3720202,.4367201,-.438596
"MS_2",2004,109,"THOMPSON",0,.3720202,.4160357,-.3938106
"MS_2",2006,110,"THOMPSON",0,.3720202,.3572565,-.0810932
"MS_2",2008,111,"THOMPSON",0,.3720202,.3094975,-.0571876
"MS_2",2010,112,"THOMPSON",0,.3720202,.3797946,-.634002
"MS_3",2002,108,"PICKERIN",1,.6382828,.6464993,.0512599
"MS_3",2004,109,"PICKERIN",1,.6382828,1,.0619141
"MS_3",2006,110,"PICKERIN",1,.6382828,1,.4592047
"MS_3",2008,111,"HARPER",1,.6382828,.6253752,.4021648
"MS_3",2010,112,"HARPER",1,.6382828,.6855124,.0472251
"MS_4",2002,108,"TAYLOR",0,.6834344,.2201775,-.2775697
"MS_4",2004,109,"TAYLOR",0,.6834344,.352939,-.2491672
"MS_4",2006,110,"TAYLOR",0,.6834344,.2021163,.0475724
"MS_4",2008,111,"TAYLOR",0,.6834344,.2546374,.1651031
"MS_4",2010,112,"PALAZZO",1,.6834344,.5258145,.070469
"MT_1",2002,108,"REHBERG",1,.5562288,.6642199,.0616775
"MT_1",2004,109,"REHBERG",1,.5562288,.6625952,.0851103
"MT_1",2006,110,"REHBERG",1,.5562288,.6007537,.4566004
"MT_1",2008,111,"REHBERG",1,.5562288,.6642334,.3619593
"MT_1",2010,112,"REHBERG",1,.5562288,.6409421,.016439
"NC_1",2004,109,"BUTTERFI",0,.3989899,.3602091,-.3855263
"NC_1",2006,110,"BUTTERFI",0,.3989899,0,-.0769461
"NC_1",2008,111,"BUTTERFI",0,.3989899,.2971733,-.0587172
"NC_1",2010,112,"BUTTERFI",0,.3989899,.4069051,-.6141
"NC_10",2002,108,"BALLENGE",1,.6531818,.6104244,.0684083
"NC_10",2004,109,"MCHENRY",1,.6531818,.6414998,.1489497
"NC_10",2006,110,"MCHENRY",1,.6531818,.6180009,.567964
"NC_10",2008,111,"MCHENRY",1,.6531818,.5755093,.4368385
"NC_10",2010,112,"MCHENRY",1,.6531818,.7117719,.0984588
"NC_11",2002,108,"TAYLOR",1,.5476263,.5645003,.0852485
"NC_11",2004,109,"TAYLOR",1,.5476263,.5490226,.0977343
"NC_11",2006,110,"SHULER",0,.5476263,.4620557,.050579
"NC_11",2008,111,"SHULER",0,.5476263,.3664086,.1068327
"NC_11",2010,112,"SHULER",0,.5476263,.45656,-.351056
"NC_12",2002,108,"WATT",0,.3314646,.3341306,-.45195
"NC_12",2004,109,"WATT",0,.3314646,.3327045,-.4537068
"NC_12",2006,110,"WATT",0,.3314646,.3299177,-.0817957
"NC_12",2008,111,"WATT",0,.3314646,.2844141,-.0636103
"NC_12",2010,112,"WATT",0,.3314646,.3483093,-.6601638
"NC_13",2004,109,"MILLER",0,.4393939,.4121103,-.3929778
"NC_13",2006,110,"MILLER",0,.4393939,.3628604,-.0655082
"NC_13",2008,111,"MILLER",0,.4393939,.3406669,-.0552989
"NC_13",2010,112,"MILLER",0,.4393939,.4450197,-.6336232
"NC_2",2002,108,"ETHERIDG",0,.5073737,.3373244,-.3703246
"NC_2",2004,109,"ETHERIDG",0,.5073737,.3770493,-.3513446
"NC_2",2006,110,"ETHERIDG",0,.5073737,.334749,-.0543987
"NC_2",2008,111,"ETHERIDG",0,.5073737,.3184509,-.0361154
"NC_2",2010,112,"ELLMERS",1,.5073737,.5039808,.0679427
"NC_3",2002,108,"JONES",1,.6480808,1,.0630378
"NC_3",2004,109,"JONES",1,.6480808,.7069933,.0096049
"NC_3",2006,110,"JONES",1,.6480808,.6864468,.3653095
"NC_3",2008,111,"JONES",1,.6480808,.6589969,.2733308
"NC_3",2010,112,"JONES",1,.6480808,.7362163,-.1812094
"NC_4",2002,108,"PRICE",0,.4040404,.3713858,-.3824397
"NC_4",2004,109,"PRICE",0,.4040404,.3588799,-.400771
"NC_4",2006,110,"PRICE",0,.4040404,.3501039,-.0806599
"NC_4",2008,111,"PRICE",0,.4040404,.3668042,-.0647702
"NC_4",2010,112,"PRICE",0,.4040404,.4283822,-.6522923
"NC_5",2002,108,"BURR",1,.6414141,.7018993,.0507733
"NC_5",2004,109,"FOXX",1,.6414141,.5882584,.1406302
"NC_5",2006,110,"FOXX",1,.6414141,.571573,.5748665
"NC_5",2008,111,"FOXX",1,.6414141,.5836848,.4709047
"NC_5",2010,112,"FOXX",1,.6414141,.658854,.0779051
"NC_6",2002,108,"COBLE",1,.6666666,1,.0988721
"NC_6",2004,109,"COBLE",1,.6666666,.7314992,.1050505
"NC_6",2006,110,"COBLE",1,.6666666,.7082772,.5294481
"NC_6",2008,111,"COBLE",1,.6666666,.6699728,.4269952
"NC_6",2010,112,"COBLE",1,.6666666,.7520829,.0565784
"NC_7",2002,108,"MCINTYRE",0,.5426263,.2775292,-.3136454
"NC_7",2004,109,"MCINTYRE",0,.5426263,.2681262,-.2815429
"NC_7",2006,110,"MCINTYRE",0,.5426263,.272014,0
"NC_7",2008,111,"MCINTYRE",0,.5426263,.3115565,.04363
"NC_7",2010,112,"MCINTYRE",0,.5426263,.4631886,-.3542349
"NC_8",2002,108,"HAYES",1,.5077273,.5458105,.077914
"NC_8",2004,109,"HAYES",1,.5077273,.5562534,.1013682
"NC_8",2006,110,"HAYES",1,.5077273,.5013536,.4458716
"NC_8",2008,111,"KISSELL",0,.5077273,.4461787,-.0255868
"NC_8",2010,112,"KISSELL",0,.5077273,.4516785,-.4052551
"NC_9",2002,108,"MYRICK",1,.5931818,.7370744,.1037535
"NC_9",2004,109,"MYRICK",1,.5931818,.7031672,.1370901
"NC_9",2006,110,"MYRICK",1,.5931818,.6652719,.5566846
"NC_9",2008,111,"MYRICK",1,.5931818,.6347308,.4315512
"NC_9",2010,112,"MYRICK",1,.5931818,.6896716,.0824131
"ND_1",2002,108,"POMEROY",0,.58859,.4759426,-.3259836
"ND_1",2004,109,"POMEROY",0,.58859,.4043705,-.3189011
"ND_1",2006,110,"POMEROY",0,.58859,.3431976,-.0465774
"ND_1",2008,111,"POMEROY",0,.58859,.3802589,-.0343307
"ND_1",2010,112,"BERG",1,.58859,.5492079,.0385236
"NE_1",2002,108,"BEREUTER",1,.593692,1,-.0068402
"NE_1",2004,109,"FORTENBE",1,.593692,.5595658,.0618483
"NE_1",2006,110,"FORTENBE",1,.593692,.5835564,.4085092
"NE_1",2008,111,"FORTENBE",1,.593692,.7036108,.3393591
"NE_1",2010,112,"FORTENBE",1,.593692,.712728,-.0022655
"NE_2",2002,108,"TERRY",1,.5535972,.6574802,.0718279
"NE_2",2004,109,"TERRY",1,.5535972,.6326132,.1005204
"NE_2",2006,110,"TERRY",1,.5535972,.546629,.500523
"NE_2",2008,111,"TERRY",1,.5535972,.5192657,.3758092
"NE_2",2010,112,"TERRY",1,.5535972,.6080635,.0318493
"NE_3",2002,108,"OSBORNE",1,.7272727,1,.0349312
"NE_3",2004,109,"OSBORNE",1,.7272727,.8922799,.0643564
